Date,Department or Agency Name,ARMS Department ID,Total # of Employees,# of Employees with Debt,% Employees with Debt,Total Amount Due
03/16/2019,CHICAGO PUBLIC LIBRARY,CPL,975,5,0.5,870.9
03/16/2019,CHICAGO TRANSIT AUTHORITY,CTA,"11,056","2,420",21.9,"26,70,406.20"
03/16/2019,DOIT,DOIT,102,0,0,0
03/16/2019,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0,0
03/16/2019,BOARD OF ETHICS,ETHICS,8,0,0,0
03/16/2019,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,638,9,1.4,"2,299.50"
03/16/2019,FINANCE,FINANCE,552,5,0.9,"5,225.70"
03/16/2019,FLEET AND FACILITY MGMT,FLEETFM,981,15,1.5,"8,431.80"
03/16/2019,PUBLIC HEALTH,HEALTH,481,12,2.5,"6,395.00"
03/16/2019,HOUSING,HOUSING,59,0,0,0
03/16/2019,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
03/16/2019,HUMAN RESOURCES,HUMANRESOURCES,80,0,0,0
03/16/2019,LAW,LAW,389,7,1.8,"1,641.30"
03/16/2019,OFFICE OF THE MAYOR,MAYOR,80,0,0,0
03/16/2019,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0,0
03/16/2019,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
03/16/2019,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,973",112,5.7,"87,260.10"
03/16/2019,POLICE,POLICE,"14,137",78,0.6,"73,158.70"
03/16/2019,PROCUREMENT SERV,PROCUREMENT,87,0,0,0
03/16/2019,STREETS AND SANITATION,STREETSAN,"2,191",84,3.8,"68,752.60"
03/16/2019,TRANSPORTATION,TRANS,"1,144",39,3.4,"20,267.70"
03/16/2019,CITY TREASURER,TREASURER,25,0,0,0
03/16/2019,WATER MANAGEMENT,WATER,"1,898",61,3.2,"27,430.80"
03/23/2019,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
03/23/2019,COMM ANIMAL CARE AND CONTROL,ANIMAL,80,1,1.2,"1,815.60"
03/23/2019,AVIATION,AVIATION,"1,665",39,2.3,"17,340.80"
03/23/2019,BUS AFFAIRS AND CONSUMER PROT,BACP,171,2,1.2,494
03/23/2019,BUILDINGS,BUILDINGS,267,0,0,0
03/23/2019,CULTURAL AFFAIRS,CA,76,0,0,0
03/23/2019,CHICAGO BOARD OF EDUCATION,CBOE,"45,919","2,974",6.5,"24,17,345.90"
03/23/2019,CITY COLLEGES OF CHICAGO,CCC,"4,972",271,5.5,"1,86,467.80"
03/23/2019,FIRE DEPARTMENT,CFD,"4,540",167,3.7,"68,098.20"
03/23/2019,CHICAGO HOUSING AUTHORITY,CHA,592,29,4.9,"20,982.20"
03/23/2019,CITY CLERK,CLERK,92,0,0,0
03/23/2019,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,154,2,1.3,650
03/23/2019,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,3,2.4,"1,720.00"
03/23/2019,CITY COUNCIL,COUNCIL,413,12,2.9,"4,006.70"
03/23/2019,CHICAGO PARK DISTRICT,CPDT,"3,072",134,4.4,"1,36,006.10"
03/23/2019,CHICAGO PUBLIC LIBRARY,CPL,975,4,0.4,670.9
03/23/2019,CHICAGO TRANSIT AUTHORITY,CTA,"11,056","2,406",21.8,"26,63,814.00"
03/23/2019,DOIT,DOIT,102,0,0,0
03/23/2019,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0,0
03/23/2019,BOARD OF ETHICS,ETHICS,8,0,0,0
03/23/2019,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,638,6,0.9,"1,561.10"
03/23/2019,FINANCE,FINANCE,552,4,0.7,"4,012.40"
03/23/2019,FLEET AND FACILITY MGMT,FLEETFM,981,13,1.3,"7,807.60"
03/23/2019,PUBLIC HEALTH,HEALTH,481,10,2.1,"6,119.00"
03/23/2019,HOUSING,HOUSING,59,0,0,0
03/23/2019,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
03/23/2019,HUMAN RESOURCES,HUMANRESOURCES,80,0,0,0
03/23/2019,LAW,LAW,389,6,1.5,"1,563.30"
03/23/2019,OFFICE OF THE MAYOR,MAYOR,80,0,0,0
03/23/2019,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0,0
03/23/2019,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
03/23/2019,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,973",99,5,"83,737.60"
03/23/2019,POLICE,POLICE,"14,137",48,0.3,"60,877.70"
03/23/2019,PROCUREMENT SERV,PROCUREMENT,87,0,0,0
03/23/2019,STREETS AND SANITATION,STREETSAN,"2,191",71,3.2,"38,670.70"
03/23/2019,TRANSPORTATION,TRANS,"1,144",34,3,"21,367.60"
03/23/2019,CITY TREASURER,TREASURER,25,0,0,0
03/23/2019,WATER MANAGEMENT,WATER,"1,898",48,2.5,"22,389.10"
03/30/2019,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
03/30/2019,COMM ANIMAL CARE AND CONTROL,ANIMAL,80,1,1.2,"1,815.60"
03/30/2019,AVIATION,AVIATION,"1,665",31,1.9,"14,248.40"
03/30/2019,BUS AFFAIRS AND CONSUMER PROT,BACP,171,1,0.6,250
03/30/2019,BUILDINGS,BUILDINGS,267,0,0,0
03/30/2019,CULTURAL AFFAIRS,CA,76,0,0,0
03/30/2019,CHICAGO BOARD OF EDUCATION,CBOE,"45,919","2,906",6.3,"23,78,355.70"
03/30/2019,CITY COLLEGES OF CHICAGO,CCC,"4,972",272,5.5,"1,87,396.20"
03/30/2019,FIRE DEPARTMENT,CFD,"4,540",138,3,"41,747.20"
03/30/2019,CHICAGO HOUSING AUTHORITY,CHA,592,31,5.2,"22,115.70"
03/30/2019,CITY CLERK,CLERK,92,0,0,0
03/30/2019,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,154,2,1.3,650
03/30/2019,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,2,1.6,350
03/30/2019,CITY COUNCIL,COUNCIL,413,5,1.2,"2,476.10"
03/30/2019,CHICAGO PARK DISTRICT,CPDT,"3,072",118,3.8,"1,28,321.90"
03/30/2019,CHICAGO PUBLIC LIBRARY,CPL,975,3,0.3,270.9
03/30/2019,CHICAGO TRANSIT AUTHORITY,CTA,"11,056","2,394",21.7,"26,43,941.80"
03/30/2019,DOIT,DOIT,102,0,0,0
03/30/2019,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0,0
03/30/2019,BOARD OF ETHICS,ETHICS,8,0,0,0
03/30/2019,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,638,2,0.3,310
03/30/2019,FINANCE,FINANCE,552,4,0.7,"4,016.80"
03/30/2019,FLEET AND FACILITY MGMT,FLEETFM,981,9,0.9,"6,779.80"
03/30/2019,PUBLIC HEALTH,HEALTH,481,4,0.8,"1,030.60"
03/30/2019,HOUSING,HOUSING,59,0,0,0
03/30/2019,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
03/30/2019,HUMAN RESOURCES,HUMANRESOURCES,80,0,0,0
03/30/2019,LAW,LAW,389,4,1,"1,243.30"
03/30/2019,OFFICE OF THE MAYOR,MAYOR,80,0,0,0
03/30/2019,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0,0
03/30/2019,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
03/30/2019,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,973",92,4.7,"80,657.10"
03/30/2019,POLICE,POLICE,"14,137",40,0.3,"56,338.20"
03/30/2019,PROCUREMENT SERV,PROCUREMENT,87,0,0,0
03/30/2019,STREETS AND SANITATION,STREETSAN,"2,191",61,2.8,"31,818.40"
03/30/2019,TRANSPORTATION,TRANS,"1,144",11,1,"8,001.50"
03/30/2019,CITY TREASURER,TREASURER,25,0,0,0
03/30/2019,WATER MANAGEMENT,WATER,"1,898",21,1.1,"9,826.50"
04/06/19,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
04/06/19,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
04/06/19,AVIATION,AVIATION,"1,670",29,1.7,"12,939.10"
04/06/19,BUS AFFAIRS AND CONSUMER PROT,BACP,172,2,1.2,530
04/06/19,BUILDINGS,BUILDINGS,269,1,0.4,757.5
04/06/19,CULTURAL AFFAIRS,CA,75,0,0,0
04/06/19,CHICAGO BOARD OF EDUCATION,CBOE,"45,919","2,899",6.3,"23,70,160.20"
04/06/19,CITY COLLEGES OF CHICAGO,CCC,"4,972",272,5.5,"1,84,016.00"
04/06/19,FIRE DEPARTMENT,CFD,"4,631",134,2.9,"40,950.80"
04/06/19,CHICAGO HOUSING AUTHORITY,CHA,592,31,5.2,"20,091.80"
04/06/19,CITY CLERK,CLERK,94,0,0,0
04/06/19,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,0,0,0
04/06/19,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,1,0.8,745.2
04/06/19,CITY COUNCIL,COUNCIL,377,4,1.1,"1,712.80"
04/06/19,CHICAGO PARK DISTRICT,CPDT,"3,072",101,3.3,"1,18,176.50"
04/06/19,CHICAGO PUBLIC LIBRARY,CPL,975,2,0.2,150.9
04/06/19,CHICAGO TRANSIT AUTHORITY,CTA,"11,056","2,386",21.6,"26,31,661.00"
04/06/19,DOIT,DOIT,100,0,0,0
04/06/19,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0,0
04/06/19,BOARD OF ETHICS,ETHICS,8,0,0,0
04/06/19,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,634,2,0.3,310
04/06/19,FINANCE,FINANCE,586,7,1.2,"4,763.80"
04/06/19,FLEET AND FACILITY MGMT,FLEETFM,970,0,0,0
04/06/19,PUBLIC HEALTH,HEALTH,477,1,0.2,20
04/06/19,HOUSING,HOUSING,59,0,0,0
04/06/19,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
04/06/19,HUMAN RESOURCES,HUMANRESOURCES,79,0,0,0
04/06/19,LAW,LAW,400,0,0,0
04/06/19,OFFICE OF THE MAYOR,MAYOR,76,0,0,0
04/06/19,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,27,0,0,0
04/06/19,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
04/06/19,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,963",88,4.5,"78,840.00"
04/06/19,POLICE,POLICE,"14,076",47,0.3,"58,891.40"
04/06/19,PROCUREMENT SERV,PROCUREMENT,88,0,0,0
04/06/19,STREETS AND SANITATION,STREETSAN,"2,209",53,2.4,"28,481.60"
04/06/19,TRANSPORTATION,TRANS,"1,149",17,1.5,"7,425.40"
04/06/19,CITY TREASURER,TREASURER,24,0,0,0
04/06/19,WATER MANAGEMENT,WATER,"1,901",22,1.2,"9,456.70"
04/13/2019,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
04/13/2019,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
04/13/2019,AVIATION,AVIATION,"1,670",26,1.6,"11,361.10"
04/13/2019,BUS AFFAIRS AND CONSUMER PROT,BACP,172,2,1.2,530
04/13/2019,BUILDINGS,BUILDINGS,269,1,0.4,757.5
04/13/2019,CULTURAL AFFAIRS,CA,75,0,0,0
04/13/2019,CHICAGO BOARD OF EDUCATION,CBOE,"45,919","2,862",6.2,"23,52,569.20"
04/13/2019,CITY COLLEGES OF CHICAGO,CCC,"4,972",268,5.4,"1,82,157.40"
04/13/2019,FIRE DEPARTMENT,CFD,"4,631",134,2.9,"41,024.00"
04/13/2019,CHICAGO HOUSING AUTHORITY,CHA,592,29,4.9,"18,510.10"
04/13/2019,CITY CLERK,CLERK,94,0,0,0
04/13/2019,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,0,0,0
04/13/2019,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,2,1.6,895.2
04/13/2019,CITY COUNCIL,COUNCIL,377,4,1.1,"1,712.80"
04/13/2019,CHICAGO PARK DISTRICT,CPDT,"3,072",88,2.9,"81,318.30"
04/13/2019,CHICAGO PUBLIC LIBRARY,CPL,975,2,0.2,150.9
04/13/2019,CHICAGO TRANSIT AUTHORITY,CTA,"11,056","2,364",21.4,"26,01,699.70"
04/13/2019,DOIT,DOIT,100,0,0,0
04/13/2019,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0,0
04/13/2019,BOARD OF ETHICS,ETHICS,8,0,0,0
04/13/2019,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,634,3,0.5,510
04/13/2019,FINANCE,FINANCE,586,5,0.9,"4,614.30"
04/13/2019,FLEET AND FACILITY MGMT,FLEETFM,970,0,0,0
04/13/2019,PUBLIC HEALTH,HEALTH,477,1,0.2,20
04/13/2019,HOUSING,HOUSING,59,0,0,0
04/13/2019,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
04/13/2019,HUMAN RESOURCES,HUMANRESOURCES,79,0,0,0
04/13/2019,LAW,LAW,400,0,0,0
04/13/2019,OFFICE OF THE MAYOR,MAYOR,76,0,0,0
04/13/2019,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,27,0,0,0
04/13/2019,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
04/13/2019,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,963",82,4.2,"72,355.30"
04/13/2019,POLICE,POLICE,"14,076",43,0.3,"57,081.70"
04/13/2019,PROCUREMENT SERV,PROCUREMENT,88,0,0,0
04/13/2019,STREETS AND SANITATION,STREETSAN,"2,209",28,1.3,"17,762.30"
04/13/2019,TRANSPORTATION,TRANS,"1,149",13,1.1,"2,555.10"
04/13/2019,CITY TREASURER,TREASURER,24,0,0,0
04/13/2019,WATER MANAGEMENT,WATER,"1,901",18,0.9,"8,616.70"
04/20/2019,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
04/20/2019,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
04/20/2019,AVIATION,AVIATION,"1,670",23,1.4,"10,529.70"
04/20/2019,BUS AFFAIRS AND CONSUMER PROT,BACP,172,2,1.2,530
04/20/2019,BUILDINGS,BUILDINGS,269,3,1.1,"2,726.70"
04/20/2019,CULTURAL AFFAIRS,CA,75,0,0,0
04/20/2019,CHICAGO BOARD OF EDUCATION,CBOE,"45,919","2,813",6.1,"23,14,782.80"
04/20/2019,CITY COLLEGES OF CHICAGO,CCC,"4,972",261,5.2,"1,79,959.10"
04/20/2019,FIRE DEPARTMENT,CFD,"4,631",130,2.8,"39,213.70"
04/20/2019,CHICAGO HOUSING AUTHORITY,CHA,592,30,5.1,"18,743.10"
04/20/2019,CITY CLERK,CLERK,94,0,0,0
04/20/2019,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,0,0,0
04/20/2019,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,2,1.6,895.2
04/20/2019,CITY COUNCIL,COUNCIL,377,3,0.8,"1,312.80"
04/20/2019,CHICAGO PARK DISTRICT,CPDT,"3,072",82,2.7,"76,074.50"
04/20/2019,CHICAGO PUBLIC LIBRARY,CPL,975,2,0.2,150.9
04/20/2019,CHICAGO TRANSIT AUTHORITY,CTA,"11,056","2,343",21.2,"25,82,978.00"
04/20/2019,DOIT,DOIT,100,0,0,0
04/20/2019,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0,0
04/20/2019,BOARD OF ETHICS,ETHICS,8,0,0,0
04/20/2019,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,634,3,0.5,510
04/20/2019,FINANCE,FINANCE,586,5,0.9,"4,614.30"
04/20/2019,FLEET AND FACILITY MGMT,FLEETFM,970,0,0,0
04/20/2019,PUBLIC HEALTH,HEALTH,477,1,0.2,20
04/20/2019,HOUSING,HOUSING,59,0,0,0
04/20/2019,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
04/20/2019,HUMAN RESOURCES,HUMANRESOURCES,79,0,0,0
04/20/2019,LAW,LAW,400,1,0.2,636.9
04/20/2019,OFFICE OF THE MAYOR,MAYOR,76,0,0,0
04/20/2019,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,27,0,0,0
04/20/2019,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
04/20/2019,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,963",70,3.6,"62,565.40"
04/20/2019,POLICE,POLICE,"14,076",41,0.3,"56,617.70"
04/20/2019,PROCUREMENT SERV,PROCUREMENT,88,0,0,0
04/20/2019,STREETS AND SANITATION,STREETSAN,"2,209",21,1,"15,820.60"
04/20/2019,TRANSPORTATION,TRANS,"1,149",14,1.2,"3,514.40"
04/20/2019,CITY TREASURER,TREASURER,24,0,0,0
04/20/2019,WATER MANAGEMENT,WATER,"1,901",18,0.9,"8,616.70"
04/27/2019,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
04/27/2019,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
04/27/2019,AVIATION,AVIATION,"1,670",20,1.2,"9,529.70"
04/27/2019,BUS AFFAIRS AND CONSUMER PROT,BACP,172,2,1.2,530
04/27/2019,BUILDINGS,BUILDINGS,269,2,0.7,"1,559.20"
04/27/2019,CULTURAL AFFAIRS,CA,75,0,0,0
04/27/2019,CHICAGO BOARD OF EDUCATION,CBOE,"45,521","2,649",5.8,"21,11,920.70"
04/27/2019,CITY COLLEGES OF CHICAGO,CCC,"4,979",258,5.2,"1,79,328.50"
04/27/2019,FIRE DEPARTMENT,CFD,"4,631",125,2.7,"39,282.00"
04/27/2019,CHICAGO HOUSING AUTHORITY,CHA,592,30,5.1,"18,746.70"
04/27/2019,CITY CLERK,CLERK,94,0,0,0
04/27/2019,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,0,0,0
04/27/2019,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,2,1.6,895.2
04/27/2019,CITY COUNCIL,COUNCIL,377,3,0.8,"1,090.90"
04/27/2019,CHICAGO PARK DISTRICT,CPDT,"3,072",72,2.3,"59,093.50"
04/27/2019,CHICAGO PUBLIC LIBRARY,CPL,975,2,0.2,150.9
04/27/2019,CHICAGO TRANSIT AUTHORITY,CTA,"11,056","2,314",20.9,"25,44,413.80"
04/27/2019,DOIT,DOIT,100,0,0,0
04/27/2019,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0,0
04/27/2019,BOARD OF ETHICS,ETHICS,8,0,0,0
04/27/2019,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,634,3,0.5,510
04/27/2019,FINANCE,FINANCE,586,5,0.9,"4,618.70"
04/27/2019,FLEET AND FACILITY MGMT,FLEETFM,970,1,0.1,473.3
04/27/2019,PUBLIC HEALTH,HEALTH,477,1,0.2,20
04/27/2019,HOUSING,HOUSING,59,0,0,0
04/27/2019,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
04/27/2019,HUMAN RESOURCES,HUMANRESOURCES,79,0,0,0
04/27/2019,LAW,LAW,400,1,0.2,636.9
04/27/2019,OFFICE OF THE MAYOR,MAYOR,76,0,0,0
04/27/2019,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,27,0,0,0
04/27/2019,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
04/27/2019,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,963",57,2.9,"58,577.30"
04/27/2019,POLICE,POLICE,"14,076",39,0.3,"54,767.00"
04/27/2019,PROCUREMENT SERV,PROCUREMENT,88,0,0,0
04/27/2019,STREETS AND SANITATION,STREETSAN,"2,209",18,0.8,"13,972.90"
04/27/2019,TRANSPORTATION,TRANS,"1,149",15,1.3,"4,873.90"
04/27/2019,CITY TREASURER,TREASURER,24,0,0,0
04/27/2019,WATER MANAGEMENT,WATER,"1,901",18,0.9,"8,295.10"
05/04/19,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
05/04/19,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
05/04/19,AVIATION,AVIATION,"1,670",19,1.1,"9,515.70"
05/04/19,BUS AFFAIRS AND CONSUMER PROT,BACP,172,2,1.2,530
05/04/19,BUILDINGS,BUILDINGS,269,2,0.7,"1,559.20"
05/04/19,CULTURAL AFFAIRS,CA,75,0,0,0
05/04/19,CHICAGO BOARD OF EDUCATION,CBOE,"45,521","2,626",5.8,"21,01,917.70"
05/04/19,CITY COLLEGES OF CHICAGO,CCC,"4,979",254,5.1,"1,78,202.10"
05/04/19,FIRE DEPARTMENT,CFD,"4,631",125,2.7,"38,619.40"
05/04/19,CHICAGO HOUSING AUTHORITY,CHA,592,30,5.1,"19,116.70"
05/04/19,CITY CLERK,CLERK,94,0,0,0
05/04/19,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,158,0,0,0
05/04/19,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,124,3,2.4,"1,956.20"
05/04/19,CITY COUNCIL,COUNCIL,377,2,0.5,690.9
05/04/19,CHICAGO PARK DISTRICT,CPDT,"3,020",68,2.3,"57,068.10"
05/04/19,CHICAGO PUBLIC LIBRARY,CPL,975,2,0.2,150.9
05/04/19,CHICAGO TRANSIT AUTHORITY,CTA,"11,028","2,212",20.1,"24,10,208.80"
05/04/19,DOIT,DOIT,100,0,0,0
05/04/19,BOARD OF ELECTION COMMISSIONER,ELECTIONS,108,0,0,0
05/04/19,BOARD OF ETHICS,ETHICS,8,0,0,0
05/04/19,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,634,3,0.5,510
05/04/19,FINANCE,FINANCE,586,5,0.9,"4,618.70"
05/04/19,FLEET AND FACILITY MGMT,FLEETFM,970,1,0.1,473.3
05/04/19,PUBLIC HEALTH,HEALTH,477,1,0.2,20
05/04/19,HOUSING,HOUSING,59,0,0,0
05/04/19,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
05/04/19,HUMAN RESOURCES,HUMANRESOURCES,79,0,0,0
05/04/19,LAW,LAW,400,1,0.2,636.9
05/04/19,OFFICE OF THE MAYOR,MAYOR,76,0,0,0
05/04/19,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,27,0,0,0
05/04/19,OFFICE OF BUDGET & MANAGEMENT,OBM,43,0,0,0
05/04/19,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,963",57,2.9,"58,577.30"
05/04/19,POLICE,POLICE,"14,076",40,0.3,"57,008.60"
05/04/19,PROCUREMENT SERV,PROCUREMENT,88,0,0,0
05/04/19,STREETS AND SANITATION,STREETSAN,"2,209",19,0.9,"13,869.10"
05/04/19,TRANSPORTATION,TRANS,"1,149",16,1.4,"5,249.40"
05/04/19,CITY TREASURER,TREASURER,24,0,0,0
05/04/19,WATER MANAGEMENT,WATER,"1,901",20,1.1,"12,883.90"
05/11/19,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
05/11/19,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
05/11/19,AVIATION,AVIATION,"1,453",10,0.7,"7,245.60"
05/11/19,BUS AFFAIRS AND CONSUMER PROT,BACP,169,2,1.2,530
05/11/19,BUILDINGS,BUILDINGS,266,2,0.8,"1,559.20"
05/11/19,CULTURAL AFFAIRS,CA,74,0,0,0
05/11/19,CHICAGO BOARD OF EDUCATION,CBOE,"45,521","2,591",5.7,"20,78,615.50"
05/11/19,CITY COLLEGES OF CHICAGO,CCC,"4,979",249,5,"1,76,379.80"
05/11/19,FIRE DEPARTMENT,CFD,"4,694",123,2.6,"37,992.50"
05/11/19,CHICAGO HOUSING AUTHORITY,CHA,592,29,4.9,"19,035.60"
05/11/19,CITY CLERK,CLERK,96,0,0,0
05/11/19,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,156,0,0,0
05/11/19,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,123,3,2.4,"1,956.20"
05/11/19,CITY COUNCIL,COUNCIL,372,2,0.5,690.9
05/11/19,CHICAGO PARK DISTRICT,CPDT,"3,020",69,2.3,"57,695.90"
05/11/19,CHICAGO PUBLIC LIBRARY,CPL,990,2,0.2,150.9
05/11/19,CHICAGO TRANSIT AUTHORITY,CTA,"11,028","2,187",19.8,"23,89,369.90"
05/11/19,DOIT,DOIT,101,0,0,0
05/11/19,BOARD OF ELECTION COMMISSIONER,ELECTIONS,112,0,0,0
05/11/19,BOARD OF ETHICS,ETHICS,8,0,0,0
05/11/19,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,632,3,0.5,510
05/11/19,FINANCE,FINANCE,585,4,0.7,"4,009.40"
05/11/19,FLEET AND FACILITY MGMT,FLEETFM,971,2,0.2,761
05/11/19,PUBLIC HEALTH,HEALTH,474,1,0.2,20
05/11/19,HOUSING,HOUSING,59,0,0,0
05/11/19,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
05/11/19,HUMAN RESOURCES,HUMANRESOURCES,80,0,0,0
05/11/19,LAW,LAW,401,1,0.2,636.9
05/11/19,OFFICE OF THE MAYOR,MAYOR,73,0,0,0
05/11/19,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,28,0,0,0
05/11/19,OFFICE OF BUDGET & MANAGEMENT,OBM,45,0,0,0
05/11/19,OFFICE OF EMERGENCY MGMT & COM,OEMC,"1,970",55,2.8,"58,326.20"
05/11/19,POLICE,POLICE,"14,072",38,0.3,"57,265.10"
05/11/19,PROCUREMENT SERV,PROCUREMENT,87,0,0,0
05/11/19,STREETS AND SANITATION,STREETSAN,"2,092",19,0.9,"16,871.80"
05/11/19,TRANSPORTATION,TRANS,"1,241",20,1.6,"6,878.30"
05/11/19,CITY TREASURER,TREASURER,24,0,0,0
05/11/19,WATER MANAGEMENT,WATER,"1,893",18,1,"8,228.80"
05/18/2019,ADMINISTRATIVE HEARING,AHMS,36,0,0,0
05/18/2019,COMM ANIMAL CARE AND CONTROL,ANIMAL,79,0,0,0
05/18/2019,AVIATION,AVIATION,"1,453",10,0.7,"7,557.60"
05/18/2019,BUS AFFAIRS AND CONSUMER PROT,BACP,169,2,1.2,530
05/18/2019,BUILDINGS,BUILDINGS,266,2,0.8,"1,559.20"
05/18/2019,CULTURAL AFFAIRS,CA,74,0,0,0
05/18/2019,CHICAGO BOARD OF EDUCATION,CBOE,"45,521","2,564",5.6,"20,54,622.30"
05/18/2019,CITY COLLEGES OF CHICAGO,CCC,"4,979",247,5,"1,75,360.20"
05/18/2019,FIRE DEPARTMENT,CFD,"4,694",119,2.5,"37,101.20"
05/18/2019,CHICAGO HOUSING AUTHORITY,CHA,592,29,4.9,"19,051.90"
05/18/2019,CITY CLERK,CLERK,96,0,0,0
05/18/2019,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,156,0,0,0
05/18/2019,CIVILIAN OFFICE OF POLICE ACCOUNTABILITY,COPA,123,3,2.4,"1,956.20"
05/18/2019,CITY COUNCIL,COUNCIL,372,1,0.3,300
05/18/2019,CHICAGO PARK DISTRICT,CPDT,"3,020",66,2.2,"56,875.10"
05/18/2019,CHICAGO PUBLIC LIBRARY,CPL,990,2,0.2,150.9
05/18/2019,CHICAGO TRANSIT AUTHORITY,CTA,"11,028","2,169",19.7,"24,04,463.90"
05/18/2019,DOIT,DOIT,101,0,0,0
05/18/2019,BOARD OF ELECTION COMMISSIONER,ELECTIONS,112,0,0,0
05/18/2019,BOARD OF ETHICS,ETHICS,8,0,0,0
05/18/2019,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,632,3,0.5,510
